AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A673515,Charlie,3/3/2014 16:07,Adoption,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Brown Brindle/White
A699843,Hades,4/7/2015 17:12,Adoption,,Dog,Neutered Male,4 months,Rottweiler Mix,Black/Tan
A720214,Blessing,2/11/2016 12:41,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Red/White
A512959,Grif,11/2/2014 11:40,Adoption,,Dog,Neutered Male,6 years,German Shepherd Mix,Brown/Black
A668231,Petey,12/31/2013 15:26,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Black Tabby
A701765,Angel,5/10/2015 12:17,Adoption,,Dog,Spayed Female,2 years,Miniature Poodle Mix,White
A701910,Maia,5/17/2015 16:50,Euthanasia,Behavior,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Blue/White
A666545,,11/5/2013 16:17,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Brown Tabby
A713610,Poppi,10/16/2015 0:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White
A668844,Buster,12/16/2013 18:53,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Whippet,Brown Brindle
A690349,Bandit,10/20/2014 18:42,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable
A715704,Happy,11/27/2015 13:45,Adoption,,Dog,Neutered Male,2 years,Boxer/Beagle,White/Brown
A704921,Rita,8/16/2015 15:42,Adoption,,Dog,Spayed Female,4 months,Brittany/Labrador Retriever,Red
A717068,Lapsidaisy,1/29/2016 18:54,Adoption,,Dog,Spayed Female,2 years,Black Mouth Cur/Australian Cattle Dog,Tan
A700295,Robin,9/18/2015 12:38,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Anatol Shepherd,White/Tricolor
A681421,Milo,7/20/2014 14:32,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A665304,Flynn,10/20/2013 17:46,Adoption,,Dog,Neutered Male,2 months,Newfoundland/Australian Cattle Dog,Black/White
A704894,Joy,6/21/2015 16:03,Adoption,,Dog,Spayed Female,8 months,Boxer Mix,Brown Brindle
A666505,Sugar,11/4/2013 12:22,Return_to_owner,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico
A665129,,10/14/2013 12:17,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Orange Tabby
A551055,Riley,6/7/2014 12:26,Transfer,Partner,Dog,Neutered Male,11 years,Parson Russell Terrier Mix,White/Brown
A693393,,12/11/2014 14:40,Transfer,Partner,Dog,Neutered Male,2 years,Bull Terrier,White
A685904,Hudson,11/9/2014 17:12,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,Black/White
A705769,Molly,9/26/2015 13:24,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Brown Tabby
A708958,,8/13/2015 16:07,Transfer,Partner,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Tricolor
A717483,Skippy,12/21/2015 16:22,Adoption,,Dog,Neutered Male,3 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White
A692546,,11/23/2014 9:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
A675393,Cesar,4/3/2014 13:25,Transfer,Partner,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Tan
A704046,,5/31/2015 18:23,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A670087,Benson,1/1/2014 19:24,Return_to_owner,,Dog,Neutered Male,7 years,Shih Tzu Mix,Black
A695935,,1/30/2015 14:49,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Brown Tabby
A665698,Fred,10/29/2013 14:22,Adoption,,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Brown/Black
A714227,Cari Blue,11/8/2015 14:14,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A698936,,3/27/2015 12:09,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A695204,Duke,1/26/2015 17:02,Adoption,,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan
A698896,,3/25/2015 18:56,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black
A638621,Betty,12/29/2013 17:33,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/White
A686592,Cash,8/24/2014 14:01,Return_to_owner,,Dog,Intact Male,2 years,English Bulldog,Blue/White
A710536,,8/28/2015 18:13,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby
A701706,,5/3/2015 17:24,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A665072,Moe,12/7/2013 14:57,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A686182,Sophie,8/21/2014 11:41,Return_to_owner,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Brown Tabby
A678579,Mr. Cuddles,5/16/2014 18:39,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Chocolate/Tan
A683663,,7/14/2014 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Orange Tabby
A708758,Orwell,8/5/2015 16:10,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby
A681153,,6/13/2014 13:08,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A689687,Crixus,10/23/2015 18:29,Return_to_owner,,Dog,Intact Male,2 years,Siberian Husky Mix,White
A702845,,5/24/2015 18:52,Adoption,,Dog,Neutered Male,3 months,Bernese Mountain Dog Mix,Black/Tan
A709954,Melvin,8/23/2015 11:14,Transfer,Partner,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black
A700751,Gypsy,7/2/2015 0:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A664768,Whit,11/25/2013 18:06,Adoption,,Dog,Neutered Male,5 months,Pit Bull,White
A687740,Marlyin,9/14/2014 13:15,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A677556,,5/1/2014 16:29,Return_to_owner,,Dog,Spayed Female,4 years,Miniature Schnauzer Mix,Silver
A714737,Sophie,11/5/2015 15:22,Return_to_owner,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black
A708078,,7/22/2015 15:47,Euthanasia,Suffering,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black/White
A693889,,12/17/2014 9:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,White/Black
A689829,Nico,10/19/2014 16:59,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A714025,,11/1/2015 12:21,Transfer,Partner,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Brown
A660345,Clark,1/5/2014 15:43,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A669140,Martin,12/18/2013 16:14,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A676176,,4/9/2014 12:15,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Tricolor/White
A715359,Lassie,11/19/2015 18:50,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A691919,,11/25/2014 18:37,Transfer,SCRP,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby
A674671,,3/17/2014 13:35,Return_to_owner,,Dog,Intact Male,1 day,Pit Bull Mix,White/Black
A700582,,4/16/2015 13:38,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A687185,Pepsi,9/9/2014 18:40,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Brown/White
A709637,Benny,9/12/2015 16:05,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A700567,Polly,5/9/2015 14:38,Transfer,Partner,Cat,Spayed Female,7 years,Maine Coon Mix,Brown Tabby
A710321,Dottie,10/19/2015 18:24,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A711404,Adrianna,9/9/2015 17:30,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan/White
A693715,,12/13/2014 15:32,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A612711,Ebenezer,12/29/2013 17:12,Return_to_owner,,Dog,Neutered Male,4 years,Dachshund,Black/Brown
A705698,,6/20/2015 14:27,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A664112,Grant,10/5/2013 11:47,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Labrador Retriever,White
A707728,,7/16/2015 18:39,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A699391,Rocket,3/30/2015 17:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tricolor
A699534,Fran,4/7/2015 11:59,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
A690776,Charlie,10/26/2014 12:56,Transfer,Partner,Dog,Intact Male,2 months,Dachshund/Shih Tzu,Tan
A702533,Lily,7/3/2015 16:50,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black Brindle/White
A716218,Ladybug,11/17/2015 18:28,Adoption,,Dog,Spayed Female,4 years,Australian Shepherd Mix,Chocolate/White
A624436,Chico,5/27/2014 17:20,Return_to_owner,,Dog,Neutered Male,3 years,Parson Russell Terrier/Chihuahua Shorthair,White/Brown
A596942,Poncho,9/28/2014 11:19,Return_to_owner,,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,White/Tan
A701045,Gus,4/26/2015 11:12,Return_to_owner,,Dog,Neutered Male,2 years,Pug Mix,Black
A601482,Pepe,10/29/2015 15:54,Return_to_owner,,Dog,Neutered Male,7 years,Chow Chow/Australian Cattle Dog,Tan/Black
A699191,Brownie,10/9/2015 13:39,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A667545,Kooli,11/23/2013 16:23,Return_to_owner,,Dog,Neutered Male,8 months,Pit Bull/Mastiff,Red/White
A680834,,6/13/2014 18:48,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A215368,Guiness,8/4/2014 16:31,Return_to_owner,,Dog,Neutered Male,13 years,Newfoundland Mix,Black
A711600,,9/9/2015 15:21,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White
A670718,Nevil,2/17/2014 16:01,Adoption,,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Orange Tabby
A709471,Brownie,8/17/2015 19:09,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A698265,Brownie,3/16/2015 16:28,Transfer,Partner,Dog,Spayed Female,2 years,American Pit Bull Terrier,Chocolate/White
A683700,Rocca,7/15/2014 15:55,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Red/White
A698566,Winston,3/27/2015 17:10,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan
A669977,Zeppo,4/1/2014 15:44,Euthanasia,Rabies Risk,Dog,Neutered Male,1 year,American Bulldog Mix,Blue/White
A552877,Butterbean,2/21/2016 14:00,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A675639,Boomer,12/17/2015 12:27,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A701607,Rosco,5/5/2015 17:01,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown
A710237,Henrietta,8/24/2015 11:11,Return_to_owner,,Cat,Intact Female,7 years,Domestic Longhair Mix,Tortie
A686679,,8/29/2014 16:55,Transfer,Partner,Dog,Spayed Female,2 months,Cocker Spaniel Mix,White/Tan
A692453,Shadow,12/5/2014 13:05,Transfer,Partner,Dog,Intact Female,2 years,Miniature Schnauzer,Black
A682485,,6/29/2014 9:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A674746,Toby,11/27/2015 11:29,Euthanasia,Suffering,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White
A706138,Jerry,9/20/2015 15:50,Adoption,,Cat,Spayed Female,4 months,Domestic Longhair Mix,Black/White
A693935,Willow,12/23/2014 14:49,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White
A688064,Blue,12/23/2014 11:56,Transfer,Partner,Dog,Neutered Male,10 months,Catahoula Mix,Chocolate/White
A697171,Holli,3/14/2015 16:47,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Blue/Tan
A678474,Figaro,8/18/2014 16:41,Adoption,,Cat,Neutered Male,4 years,Angora Mix,Black
A684704,,7/29/2014 14:34,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Brown Tabby
A697320,Chloe,2/28/2015 18:09,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A714081,Barley,10/22/2015 18:11,Return_to_owner,,Dog,Neutered Male,4 years,Australian Shepherd Mix,Red
A685603,Nolan,8/14/2014 16:11,Transfer,Partner,Dog,Intact Male,6 months,Catahoula Mix,Brown Merle
A703270,,5/22/2015 14:23,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A651306,Mason,3/21/2015 13:44,Adoption,,Dog,Neutered Male,3 years,Rottweiler,Black/Tan
A696044,Harley,2/3/2015 15:01,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A694347,Max,9/26/2015 9:32,Transfer,Partner,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Tan/Black
A510336,Hook,4/24/2015 14:53,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A689894,Lovett,10/26/2014 14:54,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A708283,,7/26/2015 9:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,White/Chocolate Point
A525592,Lucky,6/30/2015 12:50,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A667153,,11/13/2013 15:49,Euthanasia,Rabies Risk,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A694398,,12/29/2014 14:07,Transfer,Partner,Dog,Intact Female,7 months,Labrador Retriever/Pembroke Welsh Corgi,Tan/White
A678841,,5/13/2014 14:53,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,White
A670833,Shasta,2/13/2014 17:02,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle
A720141,Driver,2/6/2016 17:58,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A670391,Petey,6/24/2014 12:53,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A667794,,11/26/2013 15:29,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A680971,Tigger,8/5/2014 18:02,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A665403,Spark,10/21/2013 19:05,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
A701610,Gigi,10/13/2015 14:44,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Cream
A672280,,4/4/2014 15:10,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A700035,,4/10/2015 0:00,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Black/Tan
A705048,Nina,6/16/2015 17:15,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black
A718798,,1/11/2016 17:45,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A677733,Reese,5/20/2014 11:43,Transfer,Partner,Dog,Spayed Female,4 years,Carolina Dog Mix,Tan/White
A700148,Daredevil,6/3/2015 17:35,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Blue Point
A685822,,8/13/2014 10:46,Euthanasia,Suffering,Dog,Intact Female,5 years,Pit Bull Mix,White/Black
A448020,Friday,9/13/2014 13:38,Return_to_owner,,Dog,Spayed Female,14 years,Doberman Pinsch/German Shepherd,Black/Tan
A693628,Bollita,12/15/2014 13:49,Return_to_owner,,Dog,Spayed Female,2 years,Great Pyrenees,White
A678199,Bean,6/14/2014 14:33,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Longhair Mix,Black
A702705,Adrianna,8/8/2015 17:45,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A669053,,12/19/2013 16:22,Transfer,Partner,Dog,Intact Male,4 months,Mastiff/Pit Bull,Black/White
A616027,Gigi,1/29/2014 12:08,Return_to_owner,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Brown
A679649,,5/25/2014 17:42,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A679555,Coco,9/15/2014 15:25,Adoption,,Dog,Spayed Female,9 months,Boston Terrier Mix,White
A708920,,8/3/2015 9:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A675525,Leah,9/13/2014 12:33,Adoption,Foster,Cat,Spayed Female,3 years,Angora Mix,Blue
A698564,Colby,5/6/2015 17:04,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever/Boxer,Tan/White
A679765,Frio,5/29/2014 17:36,Return_to_owner,,Dog,Neutered Male,3 years,Beagle Mix,Tricolor
A719494,,1/22/2016 0:00,Return_to_owner,,Dog,Intact Female,1 year,Siberian Husky Mix,Silver/Black
A685432,Dozer,8/9/2014 11:23,Return_to_owner,,Dog,Intact Male,6 years,English Bulldog Mix,Brown Brindle/White
A682197,Pam,6/27/2014 13:17,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A706477,Spikey,7/3/2015 13:28,Transfer,Partner,Dog,Neutered Male,12 years,Boxer Mix,White/Red
A715230,Melvin,11/11/2015 12:31,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Blue
A710193,Maggie,8/31/2015 13:04,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Torbie
A714641,,10/27/2015 9:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A706260,Tiger Lily,7/21/2015 15:24,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby
A708568,Jim,8/2/2015 13:23,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A697990,Tinkerbell,3/6/2015 17:55,Return_to_owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White
A682610,Thor,8/1/2014 17:48,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A707446,,7/13/2015 13:50,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Blue Tabby
A672400,,2/9/2014 14:59,Transfer,Partner,Dog,Intact Male,2 months,Yorkshire Terrier/Maltese,White
A680991,,6/11/2014 12:22,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Orange Tabby
A716088,,11/15/2015 9:17,Euthanasia,Medical,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby
A669934,Cookie,1/7/2014 15:37,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull Mix,White/Tan
A709997,Ryder,8/26/2015 12:32,Return_to_owner,,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown
A693125,Princess,12/17/2014 12:58,Adoption,,Dog,Spayed Female,6 years,Cardigan Welsh Corgi Mix,Brown Brindle/White
A677668,,4/30/2014 14:36,Transfer,Partner,Dog,Intact Male,4 weeks,Blue Lacy/American Bulldog,Black/White
A342480,Lucy,5/20/2015 12:25,Return_to_owner,,Dog,Spayed Female,14 years,Labrador Retriever Mix,Red/Tan
A683655,,7/17/2014 17:58,Transfer,Partner,Dog,Neutered Male,5 months,Boxer Mix,Brown/White
A678614,Jason,7/12/2014 19:08,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A673726,,3/1/2014 17:51,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle
A697603,Katie,3/2/2015 15:10,Transfer,Partner,Dog,Spayed Female,6 months,Australian Shepherd,Black/Tan
A628792,Chloe,2/18/2016 15:42,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby
A684687,Bodhi,2/20/2015 18:22,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A702902,,5/20/2015 9:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A713560,Grace,10/13/2015 16:52,Transfer,Partner,Dog,Spayed Female,3 years,St. Bernard Rough Coat Mix,Tricolor
A681561,,6/19/2014 13:20,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A688162,,9/30/2014 17:57,Transfer,Partner,Dog,Spayed Female,2 months,Australian Shepherd Mix,Tricolor
A719796,Ranger,2/14/2016 14:03,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White
A696833,Joey,2/20/2016 16:36,Adoption,Foster,Dog,Neutered Male,5 years,Staffordshire/Boston Terrier,Brown/White
A704501,Heine,6/14/2015 17:26,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie
A673216,Rutherford,2/21/2014 15:25,Return_to_owner,,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White
A415589,Shadow,5/28/2015 19:09,Return_to_owner,,Dog,Spayed Female,10 years,Siberian Husky/Labrador Retriever,White/Tan
A709200,Ladybird,8/9/2015 12:28,Adoption,,Dog,Intact Female,1 month,Chihuahua Shorthair/Pomeranian,Brown Brindle
A668319,Gizmo,12/7/2013 15:58,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White
A688850,Darcey,9/27/2014 14:10,Adoption,,Dog,Spayed Female,3 years,Dachshund/Beagle,White/Tricolor
A662147,Pup 6M,1/27/2014 18:33,Transfer,Partner,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown/Black
A680766,Isla,9/1/2014 18:51,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A685245,Rikki Tikki,8/23/2014 15:12,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A697908,,3/7/2015 17:36,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle/English Cocker Spaniel,Cream
A283735,Angel,1/22/2015 19:17,Euthanasia,Suffering,Dog,Spayed Female,13 years,Doberman Pinsch Mix,Brown/Tan
A687863,Sierra,9/21/2014 18:13,Adoption,,Dog,Spayed Female,2 years,Catahoula Mix,Chocolate/White
A688536,Clyde,9/24/2014 18:48,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A685185,Roja,8/11/2014 17:55,Adoption,,Dog,Spayed Female,3 months,Great Pyrenees/Australian Cattle Dog,Cream/Red Tick
A699933,Butterscotch,6/6/2015 15:50,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever/Australian Cattle Dog,Cream/White
A651299,Fiona,3/31/2014 13:05,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull,Blue/White
A676143,Gordo,4/14/2014 17:00,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Yellow/White
A711910,Zoey,1/7/2016 15:05,Return_to_owner,,Dog,Spayed Female,8 years,German Shorthair Pointer Mix,White/Liver
A691281,Royce,11/3/2014 17:39,Adoption,,Dog,Neutered Male,8 months,Beagle,Tricolor
A696637,,2/13/2015 16:00,Transfer,Partner,Dog,Neutered Male,1 year,Collie Rough Mix,White
A700913,,4/21/2015 12:00,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Brown Tabby
A703721,,5/28/2015 13:27,Transfer,Partner,Dog,Unknown,1 day,Anatol Shepherd Mix,Tricolor
A648687,Lulu,7/11/2014 17:41,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A672573,Biggie,2/23/2014 12:27,Adoption,,Dog,Neutered Male,2 years,Pit Bull/Australian Cattle Dog,White/Tan
A713362,Faloo,10/11/2015 18:21,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A667955,Pollie,12/26/2013 18:22,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White
A697206,,2/20/2015 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A716743,Fluffy,11/30/2015 17:08,Adoption,,Dog,Neutered Male,2 years,Maltese/Miniature Poodle,White/Tan
A688569,,9/24/2014 17:52,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A712883,Salaria,9/30/2015 16:15,Return_to_owner,,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown
A681939,Nina,9/14/2014 16:24,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
