,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,hour,day,month
10018,Dog,Spayed Female,730.0,American Staffordshire Terrier Mix,Black Brindle/White,17,6,5
10019,Cat,Unknown,2190.0,Domestic Shorthair Mix,Orange Tabby,12,3,7
10020,Cat,Unknown,21.0,Domestic Shorthair Mix,Brown Tabby/White,16,6,5
10021,Cat,Neutered Male,2555.0,Domestic Longhair Mix,Brown Tabby/White,15,2,7
10022,Cat,Spayed Female,30.0,Siamese Mix,Seal Point,18,5,11
10023,Cat,Neutered Male,365.0,Domestic Longhair Mix,Gray,13,5,2
10024,Dog,Spayed Female,120.0,Pit Bull Mix,White/Tan,17,4,10
10025,Dog,Spayed Female,730.0,Labrador Retriever/Boxer,Black/White,18,0,6
10026,Dog,Spayed Female,730.0,Pit Bull Mix,Red,18,2,6
10027,Dog,Neutered Male,1825.0,American Bulldog Mix,Black/White,13,4,7
10028,Dog,Spayed Female,180.0,Chihuahua Shorthair/Welsh Terrier,Black/Brown,19,0,6
10029,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,Black/Brown,0,2,2
10030,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby,9,3,1
10031,Dog,Spayed Female,365.0,Doberman Pinsch Mix,Red/Tan,15,0,2
10032,Dog,Intact Male,365.0,American Bulldog Mix,White/Brown Brindle,11,6,1
10033,Dog,Neutered Male,730.0,Queensland Heeler Mix,Tricolor,15,3,5
10034,Dog,Spayed Female,2190.0,Australian Cattle Dog/Parson Russell Terrier,White/Tan,15,2,1
10035,Cat,Unknown,7.0,Domestic Medium Hair Mix,White,10,4,7
10036,Dog,Spayed Female,60.0,Chihuahua Shorthair Mix,Black/Tan,17,3,10
10037,Dog,Intact Male,1460.0,Dalmatian Mix,White/Black,16,0,11
10038,Dog,Intact Female,180.0,Labrador Retriever Mix,Black,18,0,11
10039,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby/White,9,5,7
10040,Dog,Neutered Male,1095.0,Chihuahua Shorthair Mix,Tan/Black,14,4,11
10041,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black/White,9,4,10
10042,Dog,Intact Male,1095.0,Weimaraner,Blue,12,2,7
10043,Dog,Neutered Male,3650.0,Australian Cattle Dog/Beagle,Sable,13,6,7
10044,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Blue/White,18,2,12
10045,Cat,Spayed Female,3650.0,Domestic Shorthair Mix,Brown Tabby,15,5,9
10046,Dog,Intact Female,60.0,Australian Kelpie Mix,Black,11,0,9
10047,Dog,Neutered Male,60.0,Scottish Terrier Mix,Brown Brindle/White,18,1,3
10048,Dog,Intact Male,1095.0,Rat Terrier Mix,Tricolor,16,2,7
10049,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Gray/White,14,0,5
10050,Cat,Intact Female,120.0,Domestic Shorthair Mix,Blue,9,3,9
10051,Dog,Spayed Female,3285.0,Cocker Spaniel Mix,White/Buff,13,0,1
10052,Dog,Neutered Male,2190.0,Chihuahua Shorthair Mix,Black/Brown,8,0,7
10053,Cat,Intact Female,2555.0,Domestic Shorthair Mix,Calico,12,1,10
10054,Cat,Unknown,3.0,Domestic Shorthair Mix,White/Blue,11,0,6
10055,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby,18,6,7
10056,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Cream Tabby/White,13,1,12
10057,Dog,Intact Male,730.0,Chihuahua Shorthair Mix,Brown/White,17,4,2
10058,Dog,Neutered Male,1825.0,German Shepherd Mix,Black/Tan,19,0,7
10059,Dog,Neutered Male,730.0,Pit Bull/Australian Cattle Dog,Red Merle,16,4,12
10060,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Brown Tabby,15,6,2
10061,Cat,Intact Male,21.0,Domestic Shorthair Mix,Orange Tabby,13,3,10
10062,Dog,Intact Female,730.0,Chihuahua Shorthair Mix,Tan/Black,13,4,8
10063,Dog,Neutered Male,730.0,Staffordshire Mix,White/Black,16,2,11
10064,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Torbie/White,19,6,9
10065,Cat,Intact Female,730.0,Domestic Shorthair Mix,White/Black,15,1,12
10066,Cat,Intact Male,14.0,Domestic Shorthair Mix,Orange Tabby,17,0,6
10067,Dog,Neutered Male,365.0,Miniature Schnauzer Mix,Gray/White,18,4,5
10068,Cat,Intact Female,365.0,Domestic Shorthair Mix,Torbie,15,5,8
10069,Dog,Neutered Male,2555.0,Chihuahua Shorthair Mix,Brown/White,17,3,8
10070,Dog,Intact Male,1095.0,Chihuahua Shorthair Mix,Brown,16,2,1
10071,Dog,Spayed Female,365.0,Chihuahua Shorthair/Shetland Sheepdog,White,12,2,9
10072,Dog,Neutered Male,4745.0,Chihuahua Shorthair Mix,Tan/White,13,0,10
10073,Dog,Intact Male,365.0,Chihuahua Shorthair Mix,Chocolate/White,11,0,11
10074,Dog,Neutered Male,365.0,Siberian Husky Mix,Chocolate/Tan,11,2,6
10075,Dog,Intact Male,1460.0,Pug Mix,Brown,11,4,1
10076,Dog,Neutered Male,60.0,Australian Shepherd/Labrador Retriever,Red/Tan,17,5,1
10077,Dog,Neutered Male,1825.0,Labrador Retriever Mix,Black,15,0,10
10078,Cat,Spayed Female,365.0,Manx/Domestic Shorthair,Brown Tabby,16,5,7
10079,Cat,Intact Male,21.0,Domestic Shorthair Mix,Black,16,2,8
10080,Dog,Neutered Male,300.0,Dachshund Mix,Black/White,15,4,11
10081,Cat,Unknown,90.0,Domestic Shorthair Mix,Orange Tabby,9,6,8
10082,Cat,Intact Female,21.0,Domestic Shorthair Mix,Brown Tabby,13,1,9
10083,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,16,2,11
10084,Dog,Neutered Male,2190.0,Miniature Poodle Mix,Black/White,14,1,4
10085,Dog,Neutered Male,730.0,Pit Bull Mix,Blue/White,17,1,1
10086,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Brown Tabby/White,8,4,9
10087,Dog,Spayed Female,2190.0,Golden Retriever Mix,Brown/Tan,13,2,11
10088,Dog,Neutered Male,730.0,Yorkshire Terrier/Cairn Terrier,Tan/Gray,12,6,7
10089,Dog,Neutered Male,730.0,Dachshund Mix,Brown/White,13,1,5
10090,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Blue Tabby,15,2,11
10091,Dog,Intact Male,60.0,Pit Bull Mix,Black,14,1,9
10092,Dog,Spayed Female,2190.0,Border Collie Mix,White/Black,17,1,11
10093,Cat,Spayed Female,60.0,Domestic Medium Hair Mix,Orange Tabby,11,2,12
10094,Dog,Intact Male,730.0,Dachshund,Tricolor,8,2,5
10095,Dog,Spayed Female,180.0,Belgian Malinois Mix,Tan/Black,14,0,2
10096,Dog,Spayed Female,210.0,Cairn Terrier,Buff,15,6,11
10097,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black,14,0,9
10098,Dog,Spayed Female,180.0,Pit Bull Mix,White/Tan,16,4,12
10099,Dog,Neutered Male,730.0,Alaskan Malamute Mix,Black/Gray,17,6,12
10100,Dog,Spayed Female,730.0,Siberian Husky/Australian Shepherd,White/Brown,15,6,4
10101,Cat,Unknown,7.0,Domestic Shorthair Mix,Torbie/White,11,1,4
10102,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Blue/White,10,4,6
10103,Dog,Neutered Male,3285.0,Pug,Fawn/Black,16,2,7
10104,Cat,Spayed Female,1460.0,Domestic Shorthair Mix,Tortie/Blue Cream,18,6,4
10105,Cat,Neutered Male,210.0,Domestic Shorthair Mix,Black,17,6,8
10106,Dog,Neutered Male,1460.0,Cocker Spaniel,Chocolate/White,17,2,2
10107,Dog,Spayed Female,6935.0,Miniature Poodle,White,12,5,1
10108,Dog,Intact Female,2920.0,Pointer,White/Black,15,1,9
10109,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Torbie,14,6,10
10110,Cat,Intact Female,365.0,Domestic Medium Hair Mix,Brown Tabby/White,15,1,12
10111,Dog,Neutered Male,1095.0,Cairn Terrier Mix,Buff,11,0,11
10112,Dog,Spayed Female,1095.0,Staffordshire,Fawn/White,19,4,5
10113,Dog,Neutered Male,2555.0,Labrador Retriever Mix,Tan/White,15,2,12
10114,Dog,Neutered Male,120.0,Siberian Husky Mix,Gray/White,17,2,4
10115,Cat,Intact Male,21.0,Domestic Shorthair Mix,Brown Tabby,15,4,8
10116,Cat,Intact Female,30.0,Domestic Shorthair Mix,Brown Tabby/White,11,2,8
10117,Cat,Neutered Male,730.0,Domestic Medium Hair Mix,Black,9,4,10
10118,Dog,Neutered Male,1095.0,Alaskan Malamute/Border Collie,Black/Tan,14,3,8
10119,Dog,Spayed Female,300.0,Australian Kelpie,Black/White,18,6,11
10120,Dog,Intact Female,3650.0,Labrador Retriever Mix,Yellow/White,13,6,6
10121,Dog,Neutered Male,1095.0,Chihuahua Shorthair,White/Brown,18,3,6
10122,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,18,5,8
10123,Dog,Spayed Female,365.0,Beagle/Labrador Retriever,Chocolate/White,16,5,1
10124,Dog,Intact Male,365.0,Pit Bull Mix,White/Brown,13,0,8
10125,Dog,Neutered Male,2920.0,Cocker Spaniel Mix,Black/White,13,6,6
10126,Cat,Unknown,730.0,Domestic Shorthair Mix,Black,14,1,3
10127,Dog,Neutered Male,1095.0,Australian Shepherd Mix,Blue Merle/Tan,12,4,12
10128,Dog,Intact Female,3285.0,Chihuahua Shorthair Mix,Tan,19,0,10
10129,Cat,Intact Male,30.0,Domestic Shorthair Mix,Blue Tabby/White,11,6,6
10130,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Cream Tabby,17,2,7
10131,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Black,15,6,10
10132,Dog,Neutered Male,120.0,Chihuahua Shorthair Mix,Brown/White,16,6,10
10133,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Tan,10,4,5
10134,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,White/Tan,17,6,10
10135,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby/White,18,6,4
10136,Dog,Spayed Female,150.0,German Shepherd/Collie Rough,Black/Brown,14,4,12
10137,Dog,Neutered Male,2920.0,Chihuahua Shorthair Mix,Black/Tan,14,3,1
10138,Dog,Spayed Female,365.0,Australian Shepherd/Labrador Retriever,Chocolate/White,18,1,11
10139,Dog,Spayed Female,90.0,Pit Bull Mix,Black,9,1,4
10140,Dog,Neutered Male,365.0,Pit Bull Mix,Black,14,3,4
10141,Cat,Spayed Female,2555.0,Domestic Shorthair Mix,White/Brown Tabby,16,6,9
10142,Dog,Spayed Female,365.0,Border Collie Mix,Black/White,7,4,2
10143,Dog,Intact Male,30.0,Shih Tzu Mix,White,0,3,4
10144,Dog,Intact Female,30.0,Pit Bull Mix,Black/White,16,4,8
10145,Dog,Spayed Female,365.0,Chinese Sharpei Mix,Brown,0,1,5
10146,Dog,Neutered Male,730.0,Bull Terrier Mix,Fawn/White,18,0,10
10147,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Black,0,2,2
10148,Dog,Spayed Female,2190.0,Cocker Spaniel Mix,Black,8,6,4
10149,Cat,Intact Male,730.0,Domestic Shorthair Mix,Brown Tabby,9,6,11
10150,Cat,Intact Female,4380.0,Domestic Longhair Mix,Gray Tabby,12,4,9
10151,Cat,Intact Female,365.0,Domestic Shorthair Mix,Torbie,9,1,12
10152,Dog,Spayed Female,1095.0,Pit Bull Mix,White/Brown,18,0,2
10153,Cat,Spayed Female,150.0,Domestic Shorthair Mix,Brown Tabby,17,2,1
10154,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby/White,15,5,11
10155,Dog,Spayed Female,3285.0,Chihuahua Shorthair/Dachshund,Blue Merle/Tan,18,1,6
10156,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Blue/White,18,3,8
10157,Dog,Intact Female,90.0,Australian Kelpie Mix,Tan/Tan,13,2,9
10158,Dog,Spayed Female,2190.0,Chihuahua Shorthair Mix,Brown,16,0,12
10159,Dog,Intact Male,365.0,Shetland Sheepdog Mix,White/Tan,15,5,11
10160,Dog,Intact Female,21.0,Chihuahua Shorthair,Tan,15,2,2
10161,Cat,Intact Male,28.0,Domestic Shorthair Mix,Blue,17,5,9
10162,Cat,Intact Female,730.0,Domestic Shorthair Mix,Calico,11,0,7
10163,Dog,Neutered Male,1095.0,Labrador Retriever,Chocolate,12,4,11
10164,Cat,Neutered Male,4015.0,Siamese Mix,Seal Point,13,1,10
10165,Dog,Spayed Female,300.0,German Shepherd/Alaskan Husky,Red,11,3,10
10166,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Blue/White,18,6,9
10167,Dog,Neutered Male,60.0,Chihuahua Shorthair Mix,Black/White,16,0,9
10168,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Orange Tabby/White,15,1,11
10169,Cat,Intact Male,730.0,Domestic Shorthair Mix,Brown Tabby,9,4,8
10170,Dog,Spayed Female,1825.0,Sealyham Terr Mix,White/Gray,16,2,12
10171,Dog,Spayed Female,30.0,German Shepherd Mix,Black/Tan,17,4,12
10172,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Orange Tabby,12,4,9
10173,Dog,Spayed Female,730.0,Anatol Shepherd Mix,Tan/Black,0,6,2
10174,Cat,Spayed Female,60.0,Domestic Shorthair Mix,White/Black,18,2,11
10175,Dog,Neutered Male,4745.0,Great Pyrenees Mix,White,17,0,10
10176,Dog,Spayed Female,1825.0,Pit Bull Mix,Brown/White,12,3,9
10177,Cat,Intact Male,14.0,Domestic Shorthair Mix,Orange Tabby,15,1,9
10178,Dog,Spayed Female,60.0,German Shepherd Mix,Sable,17,2,3
10179,Dog,Spayed Female,365.0,Pit Bull Mix,Brown Brindle,14,3,2
10180,Dog,Intact Female,90.0,Doberman Pinsch Mix,Black/Brown,14,4,7
10181,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Brown/White,11,0,2
10182,Dog,Spayed Female,60.0,Border Collie Mix,White/Black,19,6,6
10183,Dog,Intact Female,1095.0,Pit Bull Mix,White/Brown Brindle,11,5,3
10184,Dog,Spayed Female,60.0,Labrador Retriever Mix,Tricolor,19,3,9
10185,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black/White,10,4,6
10186,Dog,Intact Male,4.0,Chihuahua Shorthair Mix,Chocolate/Tan,12,1,9
10187,Cat,Spayed Female,730.0,Siamese Mix,Flame Point,12,0,5
10188,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby,17,6,9
10189,Cat,Intact Male,150.0,Domestic Medium Hair Mix,Black/White,9,0,8
10190,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Blue Tabby,16,4,6
10191,Dog,Intact Female,60.0,Catahoula Mix,Blue Merle/White,7,1,11
10192,Cat,Spayed Female,730.0,Domestic Medium Hair Mix,Black/White,11,4,2
10193,Cat,Neutered Male,60.0,Domestic Longhair Mix,Orange Tabby,17,0,1
10194,Dog,Neutered Male,2555.0,Pomeranian Mix,Buff,12,3,9
10195,Dog,Neutered Male,1460.0,Australian Cattle Dog/German Shepherd,Black/Tan,13,4,11
10196,Dog,Neutered Male,270.0,Labrador Retriever Mix,Black/Brown Brindle,17,0,11
10197,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Brown Tabby/White,17,4,10
10198,Cat,Unknown,14.0,Domestic Shorthair Mix,Blue Tabby,14,3,10
10199,Dog,Spayed Female,90.0,Australian Cattle Dog Mix,Red/White,17,5,11
10200,Dog,Spayed Female,365.0,Cairn Terrier Mix,Brown,11,6,11
10201,Dog,Intact Male,30.0,German Shepherd/Cardigan Welsh Corgi,Tricolor,12,6,5
10202,Dog,Neutered Male,365.0,German Shepherd Mix,Tricolor,19,0,1
10203,Dog,Intact Female,365.0,Chihuahua Shorthair/Dachshund,Black/White,14,1,3
10204,Dog,Neutered Male,210.0,Jack Russell Terrier/Chihuahua Shorthair,White/Tan,17,0,5
10205,Cat,Unknown,14.0,Domestic Shorthair Mix,Black/White,18,5,9
10206,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Calico,19,2,3
10207,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Tortie,0,1,11
10208,Cat,Unknown,240.0,Domestic Shorthair Mix,Blue Tabby,19,5,2
10209,Dog,Intact Male,1825.0,Pit Bull Mix,Blue,11,4,4
10210,Dog,Neutered Male,730.0,Chow Chow Mix,Brown/White,17,2,1
10211,Dog,Neutered Male,2920.0,Great Pyrenees,White/Gray,15,5,9
10212,Dog,Intact Female,30.0,Blue Lacy/Australian Kelpie,Black Brindle/White,17,4,8
10213,Dog,Spayed Female,1460.0,Chihuahua Shorthair Mix,Tan/White,17,0,8
10214,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black,14,1,10
10215,Dog,Neutered Male,1095.0,Dachshund Mix,Brown Brindle/White,11,0,3
10216,Dog,Spayed Female,4015.0,Labrador Retriever Mix,Brown/White,17,1,4
10217,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Torbie,18,5,10
10218,Dog,Spayed Female,365.0,German Shepherd Mix,Brown/Black,18,3,4
10219,Dog,Neutered Male,3650.0,German Shepherd Mix,Black/Tan,14,2,1
10220,Dog,Neutered Male,4380.0,Pomeranian Mix,Black/White,18,3,2
10221,Cat,Neutered Male,60.0,Domestic Medium Hair Mix,Brown Tabby/White,18,3,11
10222,Dog,Spayed Female,3650.0,Toy Poodle Mix,Gray,12,0,6
10223,Dog,Neutered Male,90.0,Pointer Mix,White/Black,17,4,8
10224,Dog,Intact Male,300.0,Chihuahua Shorthair Mix,Black/Tan,15,6,3
10225,Dog,Intact Male,730.0,Pit Bull Mix,Red,15,4,1
10226,Dog,Spayed Female,1095.0,Jack Russell Terrier Mix,White/Brown,17,1,7
10227,Dog,Spayed Female,1825.0,Labrador Retriever Mix,Black,17,4,4
10228,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,16,1,7
10229,Dog,Intact Female,90.0,Australian Kelpie Mix,Tan/Tan,13,2,9
10230,Dog,Neutered Male,60.0,Australian Kelpie Mix,Tan/Black,18,6,6
10231,Cat,Intact Male,4.0,Domestic Shorthair Mix,Black,15,2,4
10232,Cat,Neutered Male,4015.0,Domestic Longhair Mix,Brown Tabby,16,2,1
10233,Dog,Spayed Female,150.0,Shih Tzu,Sable/White,17,6,2
10234,Dog,Spayed Female,365.0,Chihuahua Shorthair,Tan/White,18,3,8
10235,Dog,Neutered Male,180.0,Labrador Retriever Mix,Black/White,18,4,1
10236,Dog,Spayed Female,365.0,Dachshund,Black,16,2,3
10237,Cat,Unknown,7.0,Domestic Shorthair Mix,Orange Tabby/White,11,1,8
10238,Dog,Neutered Male,330.0,Pointer Mix,White/Brown,16,6,12
10239,Cat,Intact Male,21.0,Domestic Shorthair Mix,Orange Tabby/Black,11,3,9
10240,Dog,Neutered Male,270.0,Havanese Mix,White,17,3,12
10241,Dog,Neutered Male,2190.0,Collie Rough Mix,Black/Brown,11,3,2
10242,Dog,Intact Male,365.0,Pit Bull Mix,Blue/White,12,0,4
10243,Dog,Neutered Male,730.0,Collie Smooth Mix,White/Brown,17,5,5
10244,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Calico,12,5,5
10245,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Black/White,9,1,8
10246,Dog,Intact Male,120.0,Pit Bull Mix,Brown Brindle,15,4,4
10247,Dog,Spayed Female,60.0,Border Collie/Labrador Retriever,Black/White,15,1,1
10248,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,14,5,8
10249,Dog,Spayed Female,730.0,Australian Kelpie/Labrador Retriever,Black/White,17,1,1
10250,Dog,Neutered Male,2920.0,Jack Russell Terrier Mix,White/Tricolor,12,3,5
10251,Dog,Intact Female,28.0,Chow Chow Mix,Brown,11,0,3
10252,Dog,Intact Male,4015.0,Border Collie Mix,Black/White,8,2,10
10253,Dog,Intact Female,2190.0,Rat Terrier Mix,Tricolor,0,1,5
10254,Cat,Intact Female,28.0,Domestic Shorthair Mix,Blue Tabby,15,6,5
10255,Cat,Intact Male,14.0,Domestic Shorthair Mix,White/Black,14,4,10
10256,Cat,Intact Male,150.0,Siamese Mix,Seal Point,19,2,10
10257,Dog,Neutered Male,1095.0,West Highland Mix,White/Cream,14,2,12
10258,Dog,Neutered Male,365.0,Chihuahua Shorthair Mix,Tan/White,17,6,4
10259,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Tortie,12,5,6
10260,Dog,Neutered Male,365.0,Collie Smooth/Labrador Retriever,Brown/White,18,6,1
10261,Cat,Unknown,6.0,Domestic Shorthair Mix,Orange/White,16,6,7
10262,Dog,Neutered Male,300.0,Pharaoh Hound Mix,Fawn/White,19,1,5
10263,Dog,Neutered Male,1095.0,English Bulldog Mix,White,14,6,1
10264,Dog,Neutered Male,1095.0,Miniature Schnauzer Mix,White,17,2,11
10265,Dog,Intact Female,365.0,Labrador Retriever/Border Collie,Black/White,13,4,5
10266,Dog,Neutered Male,730.0,West Highland Mix,White/Black,12,6,11
10267,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black,15,0,5
10268,Cat,Intact Male,28.0,Domestic Shorthair Mix,Orange Tabby,14,6,6
10269,Dog,Spayed Female,5475.0,American Eskimo,White,18,6,12
10270,Dog,Neutered Male,365.0,Pit Bull Mix,Red/White,13,6,12
10271,Dog,Spayed Female,730.0,Labrador Retriever Mix,Black,16,1,2
10272,Cat,Intact Female,21.0,Domestic Shorthair Mix,Brown Tabby,17,1,7
10273,Dog,Neutered Male,1095.0,German Shepherd Mix,Sable,17,4,9
10274,Dog,Neutered Male,90.0,Dachshund Wirehair/Chihuahua Shorthair,White,18,6,8
10275,Dog,Intact Male,730.0,Pit Bull Mix,White,11,3,12
10276,Dog,Spayed Female,6205.0,Labrador Retriever Mix,Black/White,11,0,1
10277,Dog,Neutered Male,1460.0,Irish Wolfhound Mix,Tan/Brown,18,6,1
10278,Cat,Intact Male,21.0,Domestic Shorthair,Black,0,1,8
10279,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Black/White,18,1,7
10280,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Brown Tabby,17,2,3
10281,Dog,Spayed Female,365.0,Pit Bull Mix,Brown Brindle/White,18,0,2
10282,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Orange Tabby,17,5,9
10283,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black Tabby/White,12,0,6
10284,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Orange Tabby/White,11,2,12
10285,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Blue Tabby,17,6,8
10286,Cat,Intact Male,21.0,Domestic Longhair Mix,Brown Tabby,19,5,6
10287,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Tortie,14,1,7
10288,Dog,Neutered Male,2190.0,Border Collie Mix,Black/White,14,4,12
10289,Cat,Neutered Male,210.0,Domestic Shorthair Mix,Brown Tabby,16,0,4
10290,Dog,Neutered Male,3650.0,Miniature Pinscher,Black/Brown,19,0,12
10291,Dog,Neutered Male,2920.0,Anatol Shepherd Mix,Brown Brindle/White,11,0,12
10292,Cat,Spayed Female,1825.0,Domestic Shorthair Mix,Calico,12,4,3
10293,Cat,Unknown,14.0,Domestic Shorthair Mix,Black,14,2,3
10294,Cat,Spayed Female,60.0,Domestic Shorthair Mix,White/Black,15,4,10
10295,Dog,Neutered Male,365.0,Australian Cattle Dog/Labrador Retriever,White/Brown,15,2,6
10296,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Blue/White,16,0,8
10297,Dog,Spayed Female,730.0,Chihuahua Shorthair/Dachshund,Tan/White,15,0,9
10298,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Brown Tabby,17,4,9
10299,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black/White,15,1,12
10300,Dog,Neutered Male,365.0,Doberman Pinsch/Labrador Retriever,Brown/Tan,15,3,4
10301,Cat,Intact Male,21.0,Domestic Shorthair Mix,Brown Tabby/White,11,1,7
10302,Dog,Intact Female,730.0,Pit Bull Mix,Tan/White,16,4,7
10303,Dog,Spayed Female,4015.0,Miniature Poodle Mix,White/Black,14,1,10
10304,Dog,Spayed Female,3285.0,Greyhound Mix,Tan/White,14,5,10
10305,Dog,Spayed Female,730.0,Alaskan Husky Mix,Red/White,18,4,1
10306,Dog,Neutered Male,1095.0,German Shepherd Mix,Sable,17,1,10
10307,Dog,Neutered Male,730.0,Anatol Shepherd Mix,Tan/Black,18,4,1
10308,Dog,Neutered Male,120.0,American Bulldog/Pointer,White/Tan,16,3,8
10309,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black,9,5,1
10310,Dog,Intact Male,365.0,Pit Bull Mix,Blue/White,15,6,3
10311,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby,11,1,7
10312,Cat,Spayed Female,365.0,Abyssinian Mix,Torbie,18,1,10
10313,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black/White,15,6,9
10314,Cat,Spayed Female,90.0,Domestic Shorthair Mix,White/Black,11,0,11
10315,Dog,Spayed Female,730.0,Labrador Retriever Mix,Yellow,18,6,11
10316,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Blue Tabby,14,5,6
10317,Cat,Intact Male,30.0,Domestic Medium Hair Mix,Black/White,8,2,1
10318,Cat,Spayed Female,120.0,Domestic Medium Hair Mix,Blue Tabby,16,0,10
10319,Dog,Neutered Male,180.0,Labrador Retriever/Pit Bull,Chocolate/White,12,3,5
10320,Dog,Neutered Male,365.0,Blue Lacy Mix,Brown Brindle/White,12,3,2
10321,Dog,Intact Female,60.0,Labrador Retriever Mix,White/Tan,16,2,12
10322,Dog,Neutered Male,30.0,Labrador Retriever Mix,Black/White,12,6,8
10323,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Blue/White,19,4,1
10324,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Orange Tabby/White,18,1,7
10325,Dog,Neutered Male,730.0,Jack Russell Terrier Mix,White/Black,14,6,4
10326,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Brown Tabby,14,1,4
10327,Dog,Spayed Female,1095.0,Boston Terrier Mix,Brown Brindle/White,17,3,5
10328,Dog,Neutered Male,730.0,Miniature Poodle Mix,White,20,5,5
10329,Cat,Spayed Female,6935.0,Domestic Shorthair,Black,13,5,12
10330,Dog,Intact Female,60.0,Labrador Retriever Mix,Black/White,11,1,12
10331,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby/White,16,5,11
10332,Cat,Intact Male,30.0,Domestic Shorthair Mix,Black,0,3,9
10333,Dog,Neutered Male,180.0,Catahoula Mix,Tricolor,17,6,6
10334,Cat,Intact Male,4.0,Domestic Shorthair Mix,Cream Tabby,14,1,7
10335,Dog,Neutered Male,2920.0,Boxer/English Bulldog,White,11,5,4
10336,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,Black/Brown,18,6,1
10337,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Calico,14,6,12
10338,Cat,Intact Female,365.0,Domestic Shorthair Mix,Blue Tabby/White,14,1,8
10339,Cat,Neutered Male,3285.0,Siamese Mix,Chocolate Point,18,2,7
10340,Cat,Neutered Male,60.0,Maine Coon Mix,Brown Tabby,18,6,5
10341,Cat,Intact Male,730.0,Domestic Shorthair Mix,Orange Tabby,17,4,12
10342,Dog,Neutered Male,150.0,Labrador Retriever Mix,Black/White,17,3,5
10343,Dog,Spayed Female,1095.0,Boxer Mix,Black/White,13,1,9
10344,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Tortie/Black,14,3,5
