AnimalID,Name,Date,weekday,Month,Time (hour),,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A685250,,"Monday, August 04, 2014",Monday,Aug,6:05:00 PM,18,Transfer,Partner,Cat,Intact Female,2 weeks,Siamese Mix,Lilac Point
A673911,Milo,"Thursday, March 06, 2014",Thursday,Mar,6:55:00 PM,18,Return_to_owner,,Dog,Neutered Male,1 year,Dachshund Longhair/Australian Shepherd,Tricolor
A705326,Gorda,"Friday, June 19, 2015",Friday,Jun,6:09:00 PM,18,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A710031,Piper,"Tuesday, August 25, 2015",Tuesday,Aug,3:15:00 PM,15,Transfer,Partner,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Black/White
A701809,,"Tuesday, May 05, 2015",Tuesday,May,11:45:00 AM,11,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A678251,Squeak,"Saturday, May 17, 2014",Saturday,May,4:35:00 PM,16,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tricolor
A639465,Bear,"Saturday, March 21, 2015",Saturday,Mar,11:13:00 AM,11,Return_to_owner,,Dog,Intact Male,14 years,Keeshond Mix,Sable
A688759,,"Tuesday, September 23, 2014",Tuesday,Sep,1:21:00 PM,13,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A695786,,"Monday, January 26, 2015",Monday,Jan,7:14:00 PM,19,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby/White
A685149,Durango,"Monday, August 25, 2014",Monday,Aug,6:35:00 PM,18,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby/White
A702141,Blue,"Wednesday, May 27, 2015",Wednesday,May,5:59:00 PM,17,Transfer,Partner,Dog,Neutered Male,1 year,Alaskan Husky/Australian Shepherd,Black/Tan
A675578,,"Thursday, April 03, 2014",Thursday,Apr,1:20:00 PM,13,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White
A709985,,"Wednesday, August 19, 2015",Wednesday,Aug,5:22:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A519888,Luke,"Friday, January 09, 2015",Friday,Jan,12:10:00 PM,12,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Labrador Retriever/Beagle,Tan/Black
A702249,Diamond,"Tuesday, May 12, 2015",Tuesday,May,11:04:00 AM,11,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A688658,,"Tuesday, September 23, 2014",Tuesday,Sep,5:39:00 PM,17,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A633870,Misty,"Tuesday, October 29, 2013",Tuesday,Oct,4:01:00 PM,16,Transfer,Partner,Dog,Spayed Female,3 years,Blue Lacy Mix,Tan
A700221,Dottie,"Friday, April 10, 2015",Friday,Apr,12:52:00 PM,12,Return_to_owner,,Dog,Spayed Female,7 years,Dalmatian Mix,White/Black
A694995,,"Thursday, January 08, 2015",Thursday,Jan,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A689734,Oreo,"Thursday, October 09, 2014",Thursday,Oct,4:27:00 PM,16,Return_to_owner,,Dog,Intact Female,1 year,American Bulldog Mix,Black/White
A695671,Moose,"Monday, February 16, 2015",Monday,Feb,1:08:00 PM,13,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A684937,Hercules,"Sunday, August 10, 2014",Sunday,Aug,11:43:00 AM,11,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan
A549639,Little Red,"Monday, May 26, 2014",Monday,May,6:16:00 PM,18,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/White
A689945,Lacey,"Monday, October 27, 2014",Monday,Oct,12:09:00 PM,12,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A689869,,"Saturday, October 18, 2014",Saturday,Oct,7:04:00 PM,19,Adoption,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff/White
A678073,,"Saturday, May 03, 2014",Saturday,May,4:16:00 PM,16,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Blue
A681567,Sasha,"Monday, August 18, 2014",Monday,Aug,5:44:00 PM,17,Adoption,Foster,Dog,Spayed Female,2 years,Dachshund Mix,Red
A694000,Dodger,"Wednesday, December 24, 2014",Wednesday,Dec,4:16:00 PM,16,Adoption,,Dog,Neutered Male,4 years,Beagle/Chihuahua Shorthair,Tan/White
A693790,Lucy,"Saturday, February 07, 2015",Saturday,Feb,5:45:00 PM,17,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,White/Cream
A685704,Shadow,"Sunday, August 31, 2014",Sunday,Aug,4:05:00 PM,16,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Gray
A693387,,"Monday, December 15, 2014",Monday,Dec,9:27:00 AM,9,Died,In Kennel,Cat,Neutered Male,10 years,Siamese Mix,Flame Point
A691279,Rosemary,"Tuesday, December 09, 2014",Tuesday,Dec,4:52:00 PM,16,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A665568,,"Thursday, October 24, 2013",Thursday,Oct,3:41:00 PM,15,Transfer,Partner,Dog,Neutered Male,2 months,Chihuahua Shorthair,Black
A679853,,"Sunday, June 01, 2014",Sunday,Jun,2:54:00 PM,14,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A700332,Brown Dog,"Sunday, April 12, 2015",Sunday,Apr,11:47:00 AM,11,Return_to_owner,,Dog,Unknown,1 year,Dachshund,Brown/Black
A672451,Delgado,"Tuesday, December 01, 2015",Tuesday,Dec,4:22:00 PM,16,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Tan
A691952,,"Thursday, November 13, 2014",Thursday,Nov,12:13:00 PM,12,Transfer,Partner,Cat,Intact Female,2 months,Russian Blue Mix,Blue
A575839,Sushi,"Friday, July 18, 2014",Friday,Jul,6:34:00 PM,18,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A669598,Mugen,"Saturday, December 28, 2013",Saturday,Dec,2:37:00 PM,14,Adoption,,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black
A687142,Stella,"Thursday, September 18, 2014",Thursday,Sep,2:56:00 PM,14,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black
A699283,Hobbes,"Thursday, April 02, 2015",Thursday,Apr,6:05:00 PM,18,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Red
A684076,Rocky,"Sunday, August 17, 2014",Sunday,Aug,6:21:00 PM,18,Adoption,,Dog,Neutered Male,7 years,German Shepherd,Black/Tan
A686850,Charlie,"Saturday, August 30, 2014",Saturday,Aug,5:12:00 PM,17,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A691328,,"Friday, November 07, 2014",Friday,Nov,12:22:00 PM,12,Transfer,Partner,Dog,Intact Male,3 months,Norfolk Terrier/Dachshund Wirehair,Buff/White
A712687,Jules,"Wednesday, September 30, 2015",Wednesday,Sep,5:53:00 PM,17,Adoption,,Dog,Neutered Male,3 months,Dachshund Mix,Tricolor
A485940,Gloria,"Saturday, October 24, 2015",Saturday,Oct,12:20:00 PM,12,Adoption,,Dog,Spayed Female,11 years,Labrador Retriever Mix,Red/White
A617090,Scrappy,"Wednesday, August 19, 2015",Wednesday,Aug,3:59:00 PM,15,Return_to_owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Brown
A683851,,"Wednesday, August 13, 2014",Wednesday,Aug,5:52:00 PM,17,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White
A718504,,"Wednesday, January 06, 2016",Wednesday,Jan,4:36:00 PM,16,Transfer,Partner,Dog,Intact Female,8 months,Labrador Retriever Mix,White/Brown
A628319,Gringa,"Friday, September 05, 2014",Friday,Sep,6:19:00 PM,18,Euthanasia,Suffering,Dog,Spayed Female,9 years,Pit Bull Mix,Brown/White
A699771,,"Thursday, April 02, 2015",Thursday,Apr,12:00:00 AM,0,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,Cream/Black
A706183,Steve,"Monday, July 20, 2015",Monday,Jul,6:42:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A682977,River,"Thursday, July 24, 2014",Thursday,Jul,4:13:00 PM,16,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Tan/Black
A695669,Angus,"Friday, March 20, 2015",Friday,Mar,12:51:00 PM,12,Transfer,Partner,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Yellow Brindle/White
A703412,Sophia,"Sunday, June 14, 2015",Sunday,Jun,2:03:00 PM,14,Return_to_owner,,Dog,Spayed Female,3 years,German Wirehaired Pointer Mix,Black/White
A702536,Allie,"Sunday, July 05, 2015",Sunday,Jul,5:55:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A709822,,"Friday, August 14, 2015",Friday,Aug,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Brown Tabby
A655860,Diego,"Thursday, October 29, 2015",Thursday,Oct,12:06:00 PM,12,Return_to_owner,,Dog,Neutered Male,10 years,Great Pyrenees Mix,White/Cream
A678920,Frank,"Wednesday, May 14, 2014",Wednesday,May,6:09:00 PM,18,Euthanasia,Aggressive,Dog,Intact Male,6 years,Chihuahua Shorthair/Miniature Pinscher,Black
A683822,,"Tuesday, July 15, 2014",Tuesday,Jul,6:27:00 PM,18,Transfer,Partner,Dog,Intact Male,6 days,Chihuahua Longhair Mix,Tricolor
A667898,,"Sunday, December 01, 2013",Sunday,Dec,5:23:00 PM,17,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair,Tan
A717489,Leo,"Sunday, December 13, 2015",Sunday,Dec,4:59:00 PM,16,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A660628,Chief,"Monday, December 30, 2013",Monday,Dec,11:21:00 AM,11,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black/White
A619861,Jessie,"Wednesday, February 12, 2014",Wednesday,Feb,12:56:00 PM,12,Adoption,,Dog,Spayed Female,3 years,Pit Bull/Boxer,Brown/White
A673056,Rocky,"Saturday, April 05, 2014",Saturday,Apr,12:20:00 PM,12,Adoption,,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Tan
A680676,Copper,"Sunday, June 15, 2014",Sunday,Jun,12:59:00 PM,12,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Yellow
A661150,Mac,"Tuesday, September 29, 2015",Tuesday,Sep,2:42:00 PM,14,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Tan
A665570,Dee Dee,"Saturday, June 28, 2014",Saturday,Jun,2:26:00 PM,14,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
A703094,,"Wednesday, May 20, 2015",Wednesday,May,5:09:00 PM,17,Euthanasia,Suffering,Dog,Intact Male,8 years,Chow Chow Mix,Brown/Black
A680331,Milo,"Thursday, June 05, 2014",Thursday,Jun,6:18:00 PM,18,Adoption,,Dog,Neutered Male,10 months,Tibetan Spaniel Mix,Black/Tan
A713259,Lily,"Monday, October 05, 2015",Monday,Oct,6:00:00 PM,18,Return_to_owner,,Dog,Intact Female,4 years,Chihuahua Shorthair,Tan/White
A679117,Chevy,"Tuesday, May 20, 2014",Tuesday,May,5:30:00 PM,17,Adoption,,Cat,Neutered Male,2 months,Manx Mix,Brown Tabby
A698362,,"Wednesday, March 11, 2015",Wednesday,Mar,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black/White
A690024,Lucy,"Friday, October 17, 2014",Friday,Oct,11:21:00 AM,11,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Blue/White
A667390,Kneeko,"Saturday, November 23, 2013",Saturday,Nov,7:04:00 PM,19,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A694880,Sallie,"Sunday, April 19, 2015",Sunday,Apr,4:11:00 PM,16,Euthanasia,Rabies Risk,Dog,Spayed Female,3 years,Labrador Retriever/Siberian Husky,Brown/White
A695847,,"Sunday, January 25, 2015",Sunday,Jan,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A666322,Gypsy,"Sunday, November 03, 2013",Sunday,Nov,5:20:00 PM,17,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan/White
A719019,Sprocket,"Saturday, January 16, 2016",Saturday,Jan,5:45:00 PM,17,Adoption,,Dog,Neutered Male,1 month,Miniature Poodle Mix,Cream/Tan
A536035,Reese,"Saturday, December 26, 2015",Saturday,Dec,1:19:00 PM,13,Return_to_owner,,Dog,Spayed Female,7 years,Rottweiler/Labrador Retriever,Black/Brown
A691607,Tinker,"Friday, November 14, 2014",Friday,Nov,2:24:00 PM,14,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A714015,Opie,"Saturday, October 24, 2015",Saturday,Oct,3:55:00 PM,15,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A701323,Sheba,"Tuesday, April 28, 2015",Tuesday,Apr,11:10:00 AM,11,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A711130,Clara,"Thursday, December 31, 2015",Thursday,Dec,4:55:00 PM,16,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A718281,Marcos,"Monday, January 04, 2016",Monday,Jan,1:05:00 PM,13,Transfer,Partner,Dog,Neutered Male,10 months,Pit Bull Mix,White/Brown
A676265,Sheba Baby,"Thursday, May 01, 2014",Thursday,May,5:33:00 PM,17,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever,Black
A718036,Samantha,"Monday, December 21, 2015",Monday,Dec,3:20:00 PM,15,Return_to_owner,,Dog,Intact Female,1 year,German Shepherd,Black/Tan
A714063,Danica,"Saturday, October 24, 2015",Saturday,Oct,3:42:00 PM,15,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A692548,Rascah,"Saturday, December 06, 2014",Saturday,Dec,12:12:00 PM,12,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle
A689410,Sasha,"Sunday, November 02, 2014",Sunday,Nov,1:22:00 PM,13,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/Black
A671127,Davey,"Monday, February 03, 2014",Monday,Feb,5:21:00 PM,17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A681524,,"Saturday, June 21, 2014",Saturday,Jun,9:00:00 AM,9,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A705530,,"Thursday, June 18, 2015",Thursday,Jun,4:15:00 PM,16,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A541397,Chica,"Thursday, October 01, 2015",Thursday,Oct,2:29:00 PM,14,Return_to_owner,,Dog,Spayed Female,12 years,Chow Chow Mix,Red
A667105,Chulo,"Friday, September 19, 2014",Friday,Sep,4:13:00 PM,16,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund,Blue Merle
A713793,Pumpkin,"Tuesday, November 10, 2015",Tuesday,Nov,9:18:00 AM,9,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A696611,Roxy,"Tuesday, February 10, 2015",Tuesday,Feb,6:15:00 PM,18,Adoption,,Dog,Spayed Female,8 months,Australian Kelpie Mix,Brown
A714744,Chacha,"Monday, December 07, 2015",Monday,Dec,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,2 years,Black Mouth Cur/Boxer,Fawn/Black
A710861,Bonnie,"Tuesday, September 01, 2015",Tuesday,Sep,3:52:00 PM,15,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A700579,,"Thursday, April 16, 2015",Thursday,Apr,3:08:00 PM,15,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black
A678864,Chewbacca,"Wednesday, May 14, 2014",Wednesday,May,6:07:00 PM,18,Return_to_owner,,Dog,Neutered Male,3 years,Cairn Terrier Mix,Yellow
A706482,,"Monday, June 29, 2015",Monday,Jun,2:40:00 PM,14,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Longhair Mix,Brown Tabby
A700228,,"Friday, April 10, 2015",Friday,Apr,6:06:00 PM,18,Euthanasia,Medical,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A698545,Angie,"Tuesday, March 17, 2015",Tuesday,Mar,4:28:00 PM,16,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Black/Gray
A720500,Tina,"Friday, February 19, 2016",Friday,Feb,6:49:00 PM,18,Adoption,,Dog,Spayed Female,5 years,Cairn Terrier Mix,Black/Gray
A670191,Dennis,"Saturday, January 18, 2014",Saturday,Jan,11:47:00 AM,11,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever/Australian Cattle Dog,Black/White
A681267,Pearl,"Tuesday, August 05, 2014",Tuesday,Aug,1:03:00 PM,13,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A712754,Tangerine,"Saturday, November 21, 2015",Saturday,Nov,11:50:00 AM,11,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A680059,Jam,"Friday, July 11, 2014",Friday,Jul,6:53:00 PM,18,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby
A698589,Rex,"Sunday, March 22, 2015",Sunday,Mar,4:53:00 PM,16,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow/White
A679443,,"Wednesday, May 21, 2014",Wednesday,May,1:47:00 PM,13,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A692362,,"Friday, November 21, 2014",Friday,Nov,4:21:00 PM,16,Transfer,Partner,Dog,Intact Female,3 days,Yorkshire Terrier Mix,Tricolor
A694004,Dodger,"Thursday, February 26, 2015",Thursday,Feb,6:16:00 PM,18,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd/Catahoula,Brown/Red
A686136,Bashful,"Wednesday, September 03, 2014",Wednesday,Sep,5:11:00 PM,17,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Cream Tabby
A710468,Nugget,"Sunday, August 30, 2015",Sunday,Aug,6:59:00 PM,18,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black
A697180,Mr. Pickles,"Friday, February 20, 2015",Friday,Feb,2:00:00 PM,14,Return_to_owner,,Dog,Neutered Male,7 years,Shih Tzu Mix,Cream
A701286,,"Monday, April 27, 2015",Monday,Apr,1:33:00 PM,13,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White
A664127,Caroline,"Thursday, October 10, 2013",Thursday,Oct,1:16:00 PM,13,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A691285,Pinto,"Wednesday, November 26, 2014",Wednesday,Nov,6:48:00 PM,18,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A717522,Sally,"Saturday, January 30, 2016",Saturday,Jan,5:11:00 PM,17,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A701143,,"Friday, April 24, 2015",Friday,Apr,4:28:00 PM,16,Euthanasia,Suffering,Cat,Intact Male,5 years,Siamese Mix,Chocolate Point
A691533,Sugar,"Friday, November 07, 2014",Friday,Nov,12:12:00 PM,12,Return_to_owner,,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Brown Brindle/White
A486513,Toby,"Wednesday, January 28, 2015",Wednesday,Jan,1:36:00 PM,13,Return_to_owner,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,White/Black
A702041,Marco,"Monday, May 25, 2015",Monday,May,6:58:00 PM,18,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Beagle,Tan/White
A701553,Roxy,"Monday, May 25, 2015",Monday,May,2:33:00 PM,14,Transfer,Partner,Dog,Spayed Female,3 months,Pit Bull Mix,Black/White
A690472,,"Wednesday, October 22, 2014",Wednesday,Oct,5:45:00 PM,17,Transfer,Partner,Dog,Intact Female,1 year,Rat Terrier/Beagle,White/Black
A703784,Spot,"Thursday, June 25, 2015",Thursday,Jun,4:47:00 PM,16,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Black/White
A719515,Blu,"Sunday, January 24, 2016",Sunday,Jan,1:18:00 PM,13,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black
A713082,,"Thursday, October 08, 2015",Thursday,Oct,11:42:00 AM,11,Died,In Foster,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A714106,Nexus,"Friday, December 11, 2015",Friday,Dec,12:00:00 AM,0,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A710196,,"Wednesday, August 19, 2015",Wednesday,Aug,2:31:00 PM,14,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White
A680372,,"Monday, June 02, 2014",Monday,Jun,11:38:00 AM,11,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White
A665406,Pumpkin,"Saturday, October 19, 2013",Saturday,Oct,3:32:00 PM,15,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Black
A683440,,"Saturday, July 12, 2014",Saturday,Jul,3:46:00 PM,15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie/White
A695223,Catsby,"Monday, June 15, 2015",Monday,Jun,3:38:00 PM,15,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,White/Brown Tabby
A675579,,"Thursday, April 03, 2014",Thursday,Apr,1:21:00 PM,13,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White
A666152,Shy Boy,"Saturday, November 09, 2013",Saturday,Nov,2:27:00 PM,14,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Buff
A684578,,"Friday, July 25, 2014",Friday,Jul,7:16:00 PM,19,Return_to_owner,,Dog,Intact Female,1 year,American Pit Bull Terrier Mix,Tan/White
A675886,Jirah,"Wednesday, April 02, 2014",Wednesday,Apr,3:48:00 PM,15,Return_to_owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Red/White
A700366,,"Monday, April 13, 2015",Monday,Apr,11:41:00 AM,11,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A701813,Papa,"Thursday, May 07, 2015",Thursday,May,2:32:00 PM,14,Return_to_owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black
A706884,Bailey,"Thursday, July 09, 2015",Thursday,Jul,6:04:00 PM,18,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A714032,Olivia,"Saturday, October 24, 2015",Saturday,Oct,1:33:00 PM,13,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue
A688494,Michelle,"Friday, September 26, 2014",Friday,Sep,3:03:00 PM,15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A675033,,"Sunday, March 23, 2014",Sunday,Mar,5:53:00 PM,17,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer/Miniature Poodle,Silver
A716976,Elmo,"Tuesday, December 08, 2015",Tuesday,Dec,12:00:00 AM,0,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A688465,Rowdy,"Wednesday, November 05, 2014",Wednesday,Nov,12:52:00 PM,12,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black
A692416,,"Thursday, November 20, 2014",Thursday,Nov,9:51:00 AM,9,Euthanasia,Suffering,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle
A689889,Scamper,"Monday, December 08, 2014",Monday,Dec,1:05:00 PM,13,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A714124,,"Monday, October 19, 2015",Monday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A699242,,"Wednesday, March 25, 2015",Wednesday,Mar,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,7 months,Domestic Longhair Mix,Tortie
A676661,Callie,"Monday, April 14, 2014",Monday,Apr,12:02:00 PM,12,Euthanasia,Rabies Risk,Dog,Spayed Female,3 years,Australian Shepherd Mix,Black/White
A676755,,"Friday, April 18, 2014",Friday,Apr,5:00:00 PM,17,Adoption,,Dog,Neutered Male,2 months,Rat Terrier Mix,Tricolor/White
A607523,Chance,"Monday, November 23, 2015",Monday,Nov,6:36:00 PM,18,Return_to_owner,,Dog,Neutered Male,8 years,American Bulldog Mix,White/Brown Brindle
A692586,Joy,"Sunday, November 30, 2014",Sunday,Nov,6:22:00 PM,18,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White
A655902,Boo Boo,"Wednesday, November 25, 2015",Wednesday,Nov,6:07:00 PM,18,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White
A693798,Jupiter,"Saturday, February 07, 2015",Saturday,Feb,7:08:00 PM,19,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever Mix,Brown/White
